item_id-item_cnt_day-median_25,6204.214408033334
item_id-item_cnt_day-median_24,5838.813051499998
cnt_32,1386.0625944905637
item_cat1-item_cnt_day-sum_15,845.6491155
item_cat1-item_price-sum_8,733.127441
shop_id-item_cnt_day-sum_21,718.2882180857689
item_cat2-item_cnt_day-mean_17,625.7336370674468
item_cat1-item_price-sum_4,547.7164682938718
item_cat1-item_cnt_day-sum_3,489.61119822250004
cnt_23,483.6097198313349
item_cat1-item_cnt_day-sum_28,451.80719
item_cat1-item_price-sum_6,433.2411309419999
cnt_22,432.08443557969224
item_cat2-item_cnt_day-sum_26,391.4003288119166
item_cat2-item_cnt_day-std_31,370.72307412725934
item_cat1-item_price-sum_5,370.3663489581988
item_cat1-item_price-mean_2,353.9909527405714
shop_id-item_cnt_day-std_28,288.2040578908613
shop_id-item_cnt_day-std_8,265.91545238915455
item_id-item_cnt_day-mean_30,253.93135096163508
shop_id-item_cnt_day-std_5,242.15040929224546
shop_id-sales-std_8,239.24867172996153
item_id,238.68641923263957
cnt_31,237.90501615110944
shop_id-sales-std_5,237.74091028128336
City-item_price-sum_18,237.072700622
shop_id-sales-std_28,231.04567022113727
shop_id-item_cnt_day-std_2,227.24602003042753
item_cat1-item_price-sum_27,224.153214
City-item_cnt_day-sum_23,224.13879730833332
shop_id-item_cnt_day-sum_26,220.82934015380957
item_id-item_cnt_day-median_30,220.76248683333333
item_cat2-item_price-sum_23,210.85212675179582
item_cat2-item_cnt_day-sum_11,209.11437213200003
shop_id-sales-sum_20,192.0554817160834
item_id-item_cnt_day-median_32,188.26749051771432
item_cat2-item_price-sum_13,184.23458221583334
item_cat1-item_cnt_day-sum_26,178.468155
cnt_24,177.7894748306754
shop_id-sales-sum_28,175.02218346852814
item_cat1-sales-std_22,172.548615
item_cat2-sales-std_17,170.26267439375005
City-item_price-sum_15,159.32988272999998
shop_id-sales-sum_9,154.2440886475
City-sales-mean_28,153.1996
item_cat2-sales-sum_16,150.95668246666665
shop_id-item_price-sum_23,148.16229568371804
item_cat2-sales-std_10,146.00737388333334
shop_id-item_cnt_day-sum_25,142.50445500195653
item_cat1-sales-std_25,136.915359
item_id-item_cnt_day-median_13,134.143738
shop_id-item_price-sum_32,130.55365901506627
item_cat1-item_price-mean_19,125.040604
item_cat2-item_price-sum_31,124.09532340912905
item_cat1-item_price-sum_28,119.27922065000001
item_cat2-sales-mean_22,118.29348466666669
item_cat2-item_price-std_19,116.235138004
City-item_cnt_day-sum_16,115.31230429
shop_id-item_cnt_day-std_6,112.8929627335814
item_cat1-item_cnt_day-sum_8,112.598633
item_cat1-item_price-sum_2,112.31908188197553
City-sales-mean_13,110.396885
Type-item_price-sum_17,110.028099
item_cat2-item_cnt_day-mean_21,109.48670686841933
shop_id-item_cnt_day-mean_8,108.75039405354704
shop_id-item_price-sum_16,107.4073597048708
item_cat1-item_price-mean_4,107.108601095
item_cat2-item_cnt_day-std_28,103.85482855490913
item_cat1-item_cnt_day-std_23,103.488716
item_cat2-item_cnt_day-sum_16,102.7270354
item_cat2-sales-median_29,101.79309623018183
item_cat1,98.39318451605146
item_id-item_cnt_day-sum_4,96.7680589777778
item_cat2-item_price-std_25,94.777565
item_id-item_price-median_29,93.9506374423778
City-item_price-sum_5,92.02463297666667
item_id-item_price-median_10,90.7571716
item_cat2-item_price-std_24,90.68141005
item_cat2-item_cnt_day-sum_32,90.4054949325
City-item_price-sum_13,90.347777763875
item_cat2-item_price-median_23,90.16320666833333
item_cat2-sales-std_16,89.3614807
shop_id-item_cnt_day-sum_27,89.21831873324999
item_cat1-sales-std_20,88.9276962
item_cat1-item_cnt_day-std_8,88.8138733
item_cat1-item_price-sum_25,88.72230441
item_cat2-sales-sum_31,87.61766057249999
item_cat2-item_cnt_day-std_24,86.49036200166667
City-item_cnt_day-mean_28,86.06318239666666
item_cat2-sales-mean_10,84.82627015
item_cat2-item_cnt_day-mean_29,84.56725852384616
item_id-item_cnt_day-mean_32,84.51781072201868
item_cat2-item_cnt_day-mean_24,82.86529876468751
item_id-item_price-median_31,82.2931126512
shop_id-item_price-std_16,80.31178644309416
item_cat2-sales-std_22,80.04512124
item_cat2-item_price-sum_29,79.9837032657143
item_id-item_cnt_day-sum_32,79.91994034144113
item_id-item_price-mean_31,78.97209213149178
item_cat2-item_cnt_day-mean_26,78.73956682089475
item_cat2-item_cnt_day-std_8,78.24730998454545
item_cat2-item_cnt_day-sum_31,78.22214460137933
cnt_30,78.08141051989182
shop_id-sales-std_2,77.15388755684211
shop_id-sales-std_9,76.60410975588238
shop_id-sales-sum_19,76.04543508599998
shop_id-item_cnt_day-mean_21,74.92977565729414
item_cat2-item_cnt_day-sum_15,74.17311693727272
item_cat2-item_price-std_29,73.58911125
item_id-item_cnt_day-mean_22,73.4557684132746
City-item_price-sum_30,71.97424503666666
Type-item_price-std_12,71.9389801
shop_id-item_cnt_day-sum_28,70.54460722848388
item_cat1-item_cnt_day-sum_18,70.12564845
item_cat2-item_cnt_day-sum_17,69.60927669375
item_id-item_cnt_day-mean_21,69.09833593437499
City-item_price-mean_25,68.58662829142858
shop_id-item_cnt_day-mean_22,68.16144620422183
item_cat2-item_price-mean_11,67.9809377575
item_cat2-item_cnt_day-mean_12,67.60806334403844
shop_id-item_cnt_day-std_16,67.44092727689188
City-sales-std_9,66.848793
shop_id-sales-mean_30,66.6654206207111
item_cat1-item_cnt_day-std_18,65.73299607
shop_id-sales-std_16,65.34833495404084
City-sales-mean_8,65.01547972975
City-item_price-mean_24,64.3607603857619
item_cat2-item_price-mean_12,63.795302365714285
item_cat1-item_price-std_9,62.46395875
item_id-sales-median_32,61.86007427522526
item_cat1-item_cnt_day-mean_28,61.4874077
item_cat1-item_price-sum_21,61.1065757
item_cat2-item_price-sum_24,60.62006418500001
item_cat2-item_cnt_day-std_11,60.55342051277776
item_cat2-sales-sum_28,60.150568055
shop_id-item_cnt_day-sum_19,59.990273839702716
shop_id-sales-sum_8,59.56397830173333
item_cat2-sales-sum_2,59.56060681
City-item_price-mean_27,59.05344512
shop_id-item_cnt_day-sum_32,58.775810990816304
City-item_price-sum_17,58.603530182
item_cat2-item_price-median_29,58.400377474695645
item_id-item_cnt_day-std_8,58.33094127513333
item_id-item_price-mean_21,57.85753993815267
item_id-item_price-sum_20,57.61938167014808
item_cat2-item_price-sum_14,57.600083272857134
item_id-item_price-mean_29,56.63499112962748
shop_id-sales-sum_32,56.618494562222224
shop_id-item_cnt_day-sum_24,55.72139227374999
item_cat2-item_cnt_day-std_13,53.93509203333334
item_cat2-item_price-mean_28,53.799920314285714
City-sales-median_19,53.6161244525
item_cat2-item_price-sum_18,53.58724290327273
shop_id-item_price-median_9,53.5458088
cnt_27,53.51914488563672
City-sales-std_15,52.440738757999995
sales_32,52.23147519078145
shop_id-item_cnt_day-sum_31,52.214905979764715
item_cat2-sales-std_27,52.115563
shop_id-item_cnt_day-sum_30,51.52574084517071
shop_id-item_cnt_day-mean_2,51.418865716013336
shop_id-sales-sum_4,51.13792645354545
shop_id-item_cnt_day-std_18,50.85048786301205
shop_id-sales-sum_29,49.74786311500001
item_cat2-item_price-sum_25,49.63230264083333
item_cat2-item_price-std_28,49.536563369999996
item_cat2-item_cnt_day-mean_30,49.33909347836508
Type-item_price-sum_31,49.140583
shop_id-item_cnt_day-sum_20,49.118954704999986
item_cat1-item_cnt_day-mean_7,49.0965996
shop_id-item_cnt_day-std_17,48.56796242176744
shop_id-sales-mean_22,48.305792056470594
shop_id-sales-sum_31,47.87888081525001
item_cat2-sales-sum_20,47.877369956
shop_id-sales-std_23,47.76719269562075
shop_id-item_cnt_day-std_22,47.457839814785714
shop_id-item_price-mean_5,47.228726054463046
item_cat2,47.16097062645897
item_id-item_cnt_day-mean_8,46.962510535
shop_id-item_price-sum_17,46.889466103945225
item_id-sales-std_8,46.7849894395
shop_id-item_price-sum_20,46.78000625544839
item_cat2-item_cnt_day-std_25,45.792687385714295
item_cat2-item_cnt_day-mean_8,45.34001378835715
item_cat2-item_price-sum_11,45.28838798185
City-item_price-mean_23,45.04659607799999
City-sales-median_31,44.42819215
item_cat2-item_price-sum_20,43.5456800337193
shop_id-sales-sum_21,43.372857335999996
shop_id-item_price-mean_14,43.35287416821379
City-sales-median_17,43.1217842
item_cat2-sales-median_26,43.0032616
shop_id-item_cnt_day-std_11,42.84503088230434
item_cat1-item_price-sum_11,42.692485703488366
item_cat2-sales-std_8,42.626239555714285
shop_id-sales-median_21,42.430525284999995
shop_id-item_cnt_day-std_32,42.3863192734138
item_cat2-item_price-std_12,42.3276024
shop_id-item_price-sum_22,42.09305659656603
item_cat2-item_cnt_day-std_17,41.80594793555556
